"Speaker Name","Start Time","End Time","Text"
"James Somerton","00:15:28:08","00:15:49:06","And while prior seasons of Stranger Things tried to latch on to one or two songs, Season three kicks it up a notch. The show cuts from one song to the next at a dizzying rate. Over the first half, it begins to feel like a jukebox musical. Like I said, Season three stands out in this regard, and I have to wonder why it's reported that Eggo had a huge business spike following Season one."
"James Somerton","00:15:49:11","00:16:06:12","So you'd think that if there was going to be a glut of product placement finding its way into the show, it would have been in season two and there were a few more brands openly depicted in that season, namely Pringles and Dr. Pepper. Steve drives a BMW, but it's really nothing more than you'd expect from any other television show."
"James Somerton","00:16:06:17","00:16:27:12","And when a piece of media establishes patterns, which it then begins to change, we the audience, are implored to wonder why. The easy answer is that Netflix knows that this show is printing money, so they want to double down and sell ad space in the show itself. Things like the Michael Bay Transformers movies are infamous for doing this."
"Speaker 2","00:16:28:02","00:16:31:08","Like music. The Pill."
"James Somerton","00:16:35:17","00:17:00:05","Which is a cynical, albeit all too common occurrence. But I'm not convinced that Stranger Things sold out like that, because if that was the case, it would have kept it up with season four, in which it goes back to the normal amount of brand references. And even then, these references aren't always the shallow holding the can at the right angle to see the whole logo instances of brand display that we're so used to that we just ignore now using Hey remember Eggos as an example?"
"James Somerton","00:17:00:10","00:17:28:13","They are significant to the plot insofar as they're meaningful to 11, whereas other characters, including other kids, see Eggos as entirely unremarkable. They are remarkable. 211 Because she has never had food like this to this remarkable young girl, Eggos are a symbol of her freedom, which if you feel like it, you can read into it as this very nostalgic and downright patriotic depiction of consumer products is evidence of American capitalist freedom for which Eleven's freedom to purchase and consume."
"James Somerton","00:17:28:13","00:17:39:18","Her favorite brand of waffles is at odds with the government that wants to control her, which in itself is nostalgic for Reagan era anti-government propaganda, as per his quote, the nine."
"Speaker 4","00:17:39:18","00:17:45:15","Most terrifying words in the English language are I'm from the government and I'm here to help."
"James Somerton","00:17:45:23","00:18:15:23","This sentiment coming from the executive branch, no less, established an ideological battle between the American government and American industry. And if we're presenting nostalgic tropes and stranger things, we must also be aware that a massive component of American pop culture from the decade conformed to this ideological conflict. Touching on Ghostbusters again, probably among the principal pieces of 1980s corporate media, it was all about a group of entrepreneurs providing a needed service, which the government was hell bent on shutting down due to ambiguous government regulation."
"James Somerton","00:18:16:06","00:18:43:15","This movie was not at all the cars, but symptomatic of a successful propaganda campaign launched by the Reagan administration, propaganda with the intent to erode public trust for the government in order to garner the public support needed to remove regulations and safety checks placed upon the economy that had existed since the New Deal regulations and safeties, which ensured that the Great Depression would not happen again, and that America would have the ability to endure smaller recessions without decimating the economy."
"James Somerton","00:18:43:17","00:19:06:08","But these regulations also cut into profit. And it's interesting that Season three, the season that takes place almost entirely in a mall, is the only season to engage in any kind of political, economic or ideological debate about American culture within the written text of the script. So perhaps what can be read as nostalgic longing is actually a very specific point being made about the kind of consumerism that sprung up in the 1980s."
"James Somerton","00:19:06:10","00:19:37:04","Because for all the freedom the Mall affords the cast of teenagers, it's not a picnic for everyone. On a textual level, small businesses around Hawkins are drying up. This is a brief part of the story that exists more in establishing shots, and it's dropped early on. But on a subtextual level. Look at what's going on. The shopping mall, a temple to American capitalism was funded and constructed by a cell of Soviet agents to conceal a secret base deep underground where they could open a portal to hell with the intent of moving an army onto American soil undetected."
"James Somerton","00:19:37:09","00:20:00:12","Furthermore, the final battle takes place in the mall against a giant flesh monster constructed out of the liquified remains of the members of the community. This could alternately be read as the heroic defense of this quintessentially American capitalistic space against Soviets and flesh monsters. However, keep in mind that the season does go out of its way to talk about political ideology, which means that the writers want you to think about it."
"James Somerton","00:20:00:15","00:20:07:14","Not even in the America good, Russia, bad kind of way, but actually diving into the mechanics of these different economic systems."
"Speaker 3","00:20:07:22","00:20:19:09","No, what I love most about this country, capitalism, it means this is a free market system, which means people get paid for their services depending on how valuable their contributions are."
"James Somerton","00:20:19:10","00:20:40:15","Even though Erica is aware of the institutional and ideological separation between the political models, there are some bits of information that are being omitted, namely the reasoning for why either system is greater than the other. If we were living in Reagan's America, we have to realize that this was a period of time when the economic philosophies of Ayn Rand, if you could call them, that began to be applied on a federal level."
"James Somerton","00:20:40:19","00:21:05:00","Rand left Russia for the West, where she truly felt that capitalism was a superior form of culture. Her primary philosophical contrast was that she felt that Soviet communism resulted in collectivism where the population is conditioned to conform into a singular ideology. The people like what the state says they like. They eat what the state says. They act how the state says the state Commission's music and film for the people to enjoy."
"James Somerton","00:21:05:05","00:21:30:05","Individuality and expression is repressed in order for each citizen to behave and act in accordance with what the state needs. The state needs a farmer. You're a farmer. Granted, in larger urban areas like St Petersburg and Moscow, there was a bit more freedom in what venues you had open to you. But because the Kremlin had to govern so much territory, if you were born to farmers in rural Latvia, it did not matter how talented a musician you could be."
"James Somerton","00:21:30:12","00:21:50:11","The state needs you to be a farmer. In contrast to collectivism, Rand lauded the West for its promotion of individualism. In her perfect little world, where actions have no consequences and ironically, everyone behaves as she expects them to. Capitalism affords the opportunities for people with radical ideas to rise up and belly flop onto the free market. Those ideas which people want will thrive."
"James Somerton","00:21:50:18","00:22:12:13","Those which people do not will fade away. The primary selling point of capitalism is meritocracy, where there is a system of capital which rewards diligence or innovation. And this process, Rand argues, is the crux of the individual's ability to express their individual personhood. Shopping Malls. Slightly off topic, but not really. I'm not entirely convinced that Rand wasn't a Soviet sleeper."
"James Somerton","00:22:12:13","00:22:36:06","Agents and to America to speed up the downfall of decadent capitalism with her own even more toxic version of capitalism. Now her thought process is flawed for a number of reasons, chiefly the naive insanity of assuming that those who refuse to innovate will simply bow their heads and gracefully fade away from the market to make way for the new innovators and the corporations and individuals with sufficient wealth will not flex their wealth to shut down competition."
"James Somerton","00:22:36:08","00:23:07:14","And for all, Rand blamed the government for restricting glorious freedom. The corporate oligarchy of America influences the government to protect their interests. These interests include the hidden copyright vault in General Electric, Nokia and Big Pharma in general, which each housed the technology to throw us into a utopic age because their largest yearly expense is buying up patented technology developed at universities to make sure they never see the light of day in order to foster the consumer public's dependency on their existing profit driven products."
"James Somerton","00:23:07:19","00:23:30:18","And because this always comes back to Disney. This also includes their influence over American lawmaking to chronically extend the date of intellectual property ownership expiry suddenly, capitalism isn't a meritocracy anymore. It rewards people of wealth with more wealth than everyone else. Do they get to be individuals? There is a possible reading of Season three that discusses this examine Hawkins."
"James Somerton","00:23:30:20","00:23:48:21","Almost everybody who isn't in the main cast. Each season depicts a clear throughline of groupthink. You are to like what society expects you to like. You are to eat what you are expected to eat. You are within an established expectation of behavior. You are expected to listen to a certain kind of music and you face public ridicule if you do not conform as closely as possible."
"James Somerton","00:23:49:09","00:24:08:01","The government does not need to enforce behavior when the public does it for them. Because the thing about consumer based capitalism is that it's far easier to sell a product if the whole population enjoys it. And if there was any artistic innovation of the 1980s, it was how to convince a population to enjoy something they may not otherwise enjoy."
"James Somerton","00:24:08:07","00:24:29:06","Tip If you present your product as if everyone already likes it, people will decide that they want to like it because they want to like what everybody else likes. And suddenly, popularity and being liked by others boils down to a matter of who can exemplify the most archetypal version of American that a given population has decided upon. Thanks, McCarthyism, and this has social feedback as well."
"James Somerton","00:24:29:08","00:24:50:03","Skip ahead to season four, where Hawkins goes on a vigilante spree against a Dungeons and Dragons group. You're not supposed to like nerd things. You're supposed to like basketball. So if you like Dungeons and Dragons, there must be something wrong with you, something delinquent. And if there's one delinquent thing about you, then it's not a stretch to say that you are a ritualistic demon worshiper."
"James Somerton","00:24:50:04","00:25:10:10","Funny thing is, this actually happened. There really was a widespread component of the Satanic panic which zeroed in on Dungeons and Dragons, but also bled over into the 1990s with things like Magic, the Gathering, and maybe not specifically tied to Daddy, but there were public vigilante mobs that targeted people who were accused of living outside Christian normativity. Just look at the story of the San Antonio four."
"James Somerton","00:25:10:12","00:25:32:14","But back to season three. You have a giant flesh monster made up of good capitalist Toms and Janes attacking our heroic group of weirdos, a capitalist collective trying to murder a bunch of social outcasts. The statement here is that this American freedom brought about by capitalism doesn't really exist. All consumers are just part of the same flesh monster at the end of the day, where they continue to consume."
"James Somerton","00:25:33:00","00:25:54:22","But now they consume you. But the problem with season three is that while this discourse is going on, we get sucked into situations where the plot is stopped to remember something from the 1980s Neverending Story. And it's also worth mentioning that the day was saved in part due to dangerously unregulated fireworks crafted into improvised explosives. There is."
"Speaker 3","00:25:54:22","00:26:01:16","A reason this warning label says 18 or older, this sucker is filled with 150 grains of black."
"Speaker 2","00:26:01:16","00:26:04:04","Powder, a.k.a. gunpowder."
"Speaker 5","00:26:04:17","00:26:06:09","Believe this. You see? Piece of shit."
"James Somerton","00:26:11:00","00:26:40:19","Which establishes two conflicting languages, one which subverts nostalgia and one which promotes it. So I question whether the subversion was the intended reading or just an incidental inclusion as a result of half the season needing to take place in a shopping mall. Confusing and inconsistent literary language makes for messy analysis, and I feel like because Season three contains so much nostalgia, content, leaning in one direction or the other could definitively answer whether the series as a whole is using nostalgia as a selling point or whether it's subverting it."
"James Somerton","00:26:41:02","00:26:49:06","But once again, we're at a troubled spot. A definition or description of the uses of nostalgia is not very helpful for telling us how to identify it."
"James Somerton","00:27:00:22","00:27:23:03","The tricky thing about nostalgia is that sometimes media just takes place in a bygone era. Historic fiction. Another thing is that younger generations who never lived in the 1980s say it can be found reminiscing about the decade for the sake of esthetics. Community values and longing to be part of a specific social movement that lived and died before the Clinton administration."
"James Somerton","00:27:23:10","00:27:43:07","The latter case is problematic because people in these instances often overlook the unflattering components of the past. Q A bunch of gay people my age and younger who wish they'd been born in New York or San Francisco a few decades ago so that they could have been a part of proper gay society without acknowledging the terror that queer people lived under every day."
"James Somerton","00:27:43:10","00:28:04:16","And the reason this culture was so vibrant was because we desperately needed counterprogramming to the gloom of everyday existence. And so it's not always the eighties. For some it's the seventies with disco and experimental rock. For others, it's the sixties with soul and Woodstock. My question being, how can nostalgia be used to describe these feelings of people my age?"
"James Somerton","00:28:04:16","00:28:26:03","If the definition of nostalgia requires memories or lived experiences? Another question is when is nostalgia intended for? Take a book like The Great Gatsby by F Scott Fitzgerald. These days it's held up as a token of literary canon and taught in many high schools to frame a discourse around the 1920s and modernism in prose literature. At the time, it was considered to be a failure."
"James Somerton","00:28:26:04","00:28:48:20","Next to Fitzgerald's other successful novels and was largely ignored. However, it was rediscovered after the Second World War and held up as a relic that described the cultural mindset of the Roaring Twenties at its peak. Even though it was intended written for a 1920s audience, could we say that this is nostalgic media because it offered a sense of nostalgia to an audience in the 1950s?"
"James Somerton","00:28:49:06","00:29:11:03","It's difficult to find media that celebratory of the day and age that it's made in. Creators, as per their nature, are often critical of social conventions and use fiction as a way to highlight these frustrations. Can we say then, that nostalgia as creators may use it to depict the past is used to contextualize criticisms they have about contemporary society?"
"James Somerton","00:29:11:11","00:29:40:04","But again, is there a clear line between nostalgia and historical fiction? Can you have one without the other? You could even say that something like the Medieval Fantasy or even Dungeons and Dragons itself is nostalgic because the Dungeon Master doesn't make a point of killing off half of the side cast from dysentery, which honestly is probably why things like Game of Thrones typically focus around the wealthier classes who had the privilege to afford things like medicine and basic hygiene."
"James Somerton","00:29:40:09","00:29:59:00","But it does contribute to a concept of nostalgia in which the inconvenient, embarrassing or harmful elements of the past are forgotten in exchange for the ability to frame a particular story in an esthetic setting. The end result of nostalgic fiction seems to be the argument. Wasn't this time in history kind of great. Wouldn't you want to be alive then?"
"James Somerton","00:29:59:06","00:30:19:15","For me personally, not a day before penicillin and air conditioning, but where is the line drawn in general and how do we identify this kind of nostalgia? Well, it's probably best to go over some examples we've already touched on. Ready Player one and the consequences of the framing devices it uses to moralize contemporary culture versus those of the past."
"James Somerton","00:30:20:08","00:30:23:08","But it's far from being the only one of its kind."
"James Somerton","00:30:26:15","00:30:49:04","Downton Abbey is one of the most successful English shows of all time, appealing to audiences of all stripes by using the centuries old upstairs downstairs dynamic of telling stories of the rich and the poor who support them again with the emotional support force. You can watch the show in French, German, Korean, Russian, Persian, and it had an estimated global audience of 160 million viewers at its peak in 2014."
"James Somerton","00:30:49:11","00:31:08:10","Yet Downton Abbey is just the newest in a long line of conservative propaganda that gets lapped up by audiences yearning for the good old days of yore. From Merchant Ivory Films to Notting Hill, much of England's media exports have been reinforcing old world class stereotypes that we modern people seem to love for some reason. Downton is a world where rules matter."
"James Somerton","00:31:08:16","00:31:44:07","How you dress for a meal which spoon you use the right time to visit a new neighbor. The life of Downton's characters is a choreographed dance punctuated by seasonal celebrations, daily and weekly rituals, and celebrating a lifestyle that has been regulated by the same chain of tradition, rules and expectations for centuries. The sanctity of the country house, as ordered, harmonious and class bound was never really challenged, and the audience cheered when the various selfish and evil characters, usually amongst the powers, were sent on their way by nice, loyal porters who knew their place."
"James Somerton","00:31:44:13","00:32:09:22","Whilst the series did toy with things like Irish politics, the suffragette movement, homosexuality and middle class identity, it shied away from any real critique of English society at the time. Heritage television, like this, is regularly criticized for engendering nostalgia about an idealized past in a classic critique. The film scholar Andrew Higson suggested that such work served to present a conservative Englishness that never really existed."
"James Somerton","00:32:10:04","00:32:34:19","It is inarguable that Downton Abbey presents a kind of lovingly rendered, unquestioned version of the past in the first Downton movie. Lady Mary Crawley, a key member of the family, was wondering whether the time had come to sell the grand British estate home to a handful of aristocrats and their army of servants. Maybe the family should move to a more reasonably sized large manor and turn Downton into something useful, like a school."
"James Somerton","00:32:34:23","00:32:54:18","But her maid begged her to keep Downton in the family forever, a symbol of glory and honor for the staff and surrounding town. Don't you see all the poor people ever really wanted was more aristocracy. The show and the movies that have followed have always taken a romantic view of the old economic hierarchy we're supposed to be moving past."
"James Somerton","00:32:54:22","00:33:21:18","Yes. This is a period piece written by Julian Fellowes. The most period of British period writers. He's also a conservative member of the House of Lords, and yet so much of actual 1920s history goes on scene. At the time, the British labor movement was gaining traction. While British newspapers were breathlessly covering the social lives of the aristocracy, some people were pushing for the abolition of hereditary titles and demanding that Noble's land be taxed."
"James Somerton","00:33:21:23","00:33:44:18","In 1928, working class women would get the right to vote. Within 20 years, the entire system would fall apart and domestic service would go from being one of Britain's largest sectors of employment for women to being virtually non-existent. Few working class tears were shed for the end of that era. But if you've done little research into this history and only know it the way Julian Fellowes wants you to know it, you wouldn't know that."
"James Somerton","00:33:45:00","00:33:59:21","In fact, you'd think it was damn near the downfall of England as a whole, and that even the poorest of the poor were heartbroken to see the ultra rich losing some of their titles and land. So why do so many of us watch this show with a romantic feeling in our hearts?"
"Speaker 2","00:34:00:00","00:34:12:00","The servants have been stuck downstairs long enough. Yes. It's time we go upstairs, sir. Wait. What do you mean? I'm talking about a revolt. I'm talking about a worker uprising."
"James Somerton","00:34:12:01","00:34:39:22","Yet others among us, myself included layer aspiration with resentment on fictional shows like HBO Succession about a family that owns a global media empire. Luxury porn goes down with a chaser of self-satisfaction. Those Grand Summer homes and helicopter rides are symbols of moral decay. In real life, we lap up the college admissions scandal and the nouveau riche ostentatious snaps of real housewives taking satisfaction when the rich people's self-serving tackiness catches up with them."
"James Somerton","00:34:40:06","00:35:07:16","And we know that the waitstaff is watching with clear eyes and the power to topple the system from within. Like the bartender whose secret 47% video helped to doom Mitt Romney's 2012 run for president in Downton Abbey, There's no threats like that. The worst case scenario is a valet spills some soup and there's a stability in that kind of thing that makes us nostalgic for a time when one small mistake, one missed payment, one forgotten appointment wouldn't lead to you being homeless or without a doctor."
"James Somerton","00:35:07:19","00:35:31:04","But the nostalgia portrayed in Downton is a fantasy. There's this portrayal of a kinder set of relationships between people of different economic classes. The servant characters in Downton, like the maid and Dressing Lady Mary, feel a bond to their masters that isn't just economic, but emotional. And the aristocrats feel an obligation to their servants welfare and appreciation for even the dressing and polishing skills that they bring to the table."
"James Somerton","00:35:31:11","00:35:53:04","Priya Sasha, a Stanford University history professor, said of this We're wise enough to know that this is a romantic, very idealized depiction of servant and master relations, but we just find it so attractive. If we're going to have inequality, can it at least be nice? Can the dignity of every kind of work be acknowledged? This is it's true."
"James Somerton","00:35:53:04","00:36:15:13","The difference between Downton style inequality and the transactional relationships of today's economy. Gone are the days of benevolent corporate paternalism, a social compact that ranged from pension funds to full on company towns. Now pensions are outsourced to 401 ks. Health care costs are passed on to the employees and within the confines of the gig economy, employer employee relationships don't exist at all."
"James Somerton","00:36:15:20","00:36:35:11","So nostalgia for those good old days can creep into our mind while watching the show, even though those good old days never really existed. The poor is lucky enough to land jobs with the riches who didn't treat them like crap. We're almost always white, Christian, straight, cisgender, and spoke English as a first language. Everyone else could die in a hole and often did."
"James Somerton","00:36:35:18","00:36:55:01","And for those who did have work, there wasn't a whole lot of camaraderie and love for the upper classes. It was a business arrangement where both parties resented the other for their existence. There's a reason the servants were in the basement or in another house altogether, and no amount of BBC programs where the rich and poor celebrating Christmas together will ever change that."
