"Speaker Name","Start Time","End Time","Text"
"James Somerton","00:03:59:14","00:04:22:12","Porn lets us explore these fantasies. But porn didn't suddenly pop up in the 1970s fully formed and hard as Iraq porn. Even gay porn has been around for a very long time. Now, I'm not going to get into cave paintings, Egyptian carvings or Renaissance art, though This is a YouTube video, not a ten part Netflix documentary, though. Netflix, if you're watching, Call Me."
"James Somerton","00:04:23:02","00:05:06:12","So let's start at the very beginning of modern gay porn. I hear it's a very good place to start. It's the 1950s and you're walking down a busy New York street. You stop at a newsstand and hidden amongst the news, cooking and culture magazines. Since one or two issues of a physique magazine, you buy it, the clerk stuffs it into a nondescript brown paper bag and you rush home."
"James Somerton","00:05:07:02","00:05:37:03","It started as an underground phenomenon with small magazines containing photographs of almost nude men being sold by mail and on newsstands in larger cities. These physique magazines and the mail order business that grew up around them were the primary source of erotic male images for gay men receiving the iconic nickname Beefcake. Bob Miser, an amateur photographer living in Los Angeles, played a major role in developing the business of publishing homo erotic images At the time in post-World War Two, America."
"James Somerton","00:05:37:10","00:05:59:22","Most photographs of nude men or drawings of erotic scenes were available only through private networks to select a mail order customers. Long aware of his attraction to men, Miser had taken nude photographs of attractive male friends since he was a teenager and developed the film in a closet set up as a dark room. A few years later, when Miser was experimenting with grouping photos together, it occurred to him to create a magazine."
"James Somerton","00:06:00:15","00:06:35:21","He decided to call it Physique Pictorial. It featured photographs of young men wearing only posing straps, a bathing suits or loincloths, and almost no editorial content. As if behoove and points out in beefcake, his history of the Physique magazine. The magazines were not merely one aspect of a wider gay male culture. They virtually were gay culture. One writer estimated that the total circulation of the Beefcake magazines in those oppressive times was over 750,000, probably the largest audience of American gay male readers and consumers assembled to that point."
"James Somerton","00:06:36:11","00:06:56:18","The cult of male beauty that the physique magazines fostered helped to shape gay men's physical ideals. Before there was any common culture, a minuscule magazine featuring a bunch of guys with their clothes off but not completely naked may not seem like much of a revolution in the history of sex, argues then. But to the men who bought them, they were something new and daring."
"James Somerton","00:06:57:09","00:07:20:20","It took courage to purchase one of those little magazines in 1955. By 1958, Mizer decided to branch out and began to shoot short eight millimeter black and white films of the same young men he was photographing. They would be nude or dressed in Greek tunics, lounging by the pool or wrestling and oil made in his home studio in a fortress like compound of seven buildings protected by razor wire fencing and several attack dogs."
"James Somerton","00:07:21:04","00:07:48:04","I'm not kidding. The films employed simple storylines in which the youthful performers usually played stock characters, much like in the magazines. The softcore shorts were gobbled up by his magazine's reader base. With the sale of home projectors going up by 40% in the L.A. area with the release of the first film. By the mid 1960s, Bob Mizer had photographed more than 5000 male models, many of them street kids, hustlers, bodybuilders, actors, soldiers and sailors."
"James Somerton","00:07:48:18","00:08:10:06","One young man who showed up on Misers Doorstep in 1965 was Joe D'Alessandro, a young runaway from New York, only six years old. When he first showed up, Joe had hitchhiked to California after escaping from a juvenile home. He had since been supporting himself by hustling and washing dishes in a pizza parlor. One of his regular jaunts had recommended he get in touch with Miser."
"James Somerton","00:08:10:23","00:08:28:07","He lied when they met and said he was 19. Although Miser only shot one film. A girl, Sandra. It was enough to grab the attention of Andy Warhol, who snatched up the young looker and started putting him in his own films in New York. His timing couldn't have been better because there was a major crackdown on erotic material in California."
"James Somerton","00:08:28:13","00:08:52:16","Soon after, D'Alesandro modeled for Miser. Virtually every physique studio in the state was facing legal prosecution for obscenity and prostitution charges. Prostitution and nude modeling for artists and photographers have a long shared history. Mizer regularly recommended models to other photographers and to collectors, even though he must have realized that the young men were probably being hired for sex."
"James Somerton","00:08:52:16","00:09:14:04","But since he had never directly benefited from the exchange of sex for money from any of his referrals, he did not consider himself vulnerable. At the same time, over the years, he had developed an elaborate set of codes to summarize information about each of his models temperament, honesty and physical traits, as well as sexual characteristics and interests. He offered the key to the code to various trusted customers."
"James Somerton","00:09:14:13","00:09:55:15","Nevertheless, the secret code seemed suspicious to the LAPD vice squad, who arrested him for running a prostitution ring. He was convicted, and by the time he returned to his studio, the world of gay male pornography had dramatically changed. For years, gay men in L.A. had lived lives of secrecy and fear. The LAPD had systematically harassed, entrapped, arrested and brutally beaten the city's gay, lesbian and transgender population."
"James Somerton","00:09:56:06","00:10:15:16","On New Year's Eve, 1966, for example. Patrons of the Black Cat on Sunset Boulevard, many dressed in drag, were attacked by undercover and plain clothed vice cops after a number of people exchanged customary kisses at midnight. More than a dozen were arrested and forced to lie face down on the sidewalk until squad cars arrived to take them away."
"James Somerton","00:10:16:15","00:10:37:07","Officers chased one person to another bar where they trampled the female owner and beat the bartender unconscious. Said Bartender was held in the air for more than a week. When he was released, he found out that he had been charged with assault. The men arrested at the Black cat were charged with lewd conduct. All of them were found guilty."
"James Somerton","00:10:37:17","00:11:01:09","On February 11th, 1967, LA's first gay demonstration to protest police brutality took place organized by pride, personal rights in defense and education, a group of younger gay men and lesbians. This event occurred more than two years before the famous Stonewall riots, sparking a rebellious streak in a young filmmaker named Tom de Simon, a graduate of UCLA's film program."
"James Somerton","00:11:01:17","00:11:20:08","Decision had worked for several years in the film industry as an editor and had directed a low budget horror movie that had went nowhere. He had been growing bored of the softcore well oiled eight millimeter Bob Mizer clones that had started filling gay porno theaters and thought he could do better. He began filming erotic gay scenes with full nudity, but simulated sex."
"James Somerton","00:11:21:00","00:11:42:16","He delighted in more psychological porn. I was very disappointed with films shown at the Park Theater, he recalled later. I remember seeing a lot of young kids in them jumping around on pogo sticks and other such nonsense. The quality of the films was terrible. They're badly photographed and the projection was lousy. I wanted to make one of these films and really show some quality work."
"James Somerton","00:11:42:21","00:12:06:04","His first film, to receive a wide release or as wide as gay porn could go back then was the story of a gay man who kidnaps young men and keeps them locked up in cages for his sexual pleasure. While there was nudity, the sex remained simulated and no erections were shown on screen. Nevertheless, the film drew the attention of S&M lovers, but also the FBI, who arrest any theater promoting a showing of the film."
"James Somerton","00:12:06:05","00:12:26:22","It was eventually cited by the US Commission on Obscenity and Pornography as an unhealthy example of pornographic film decisions. No erection. S&M wasn't flying with the majority of patrons at gay porn theaters either. They were seeing more and more eight millimeter shorts involving actual sex coming from unnamed parties. And so simulated sex, kinky or not, wasn't going to cut it."
"James Somerton","00:12:27:04","00:12:49:03","Making hardcore was against the law, according to Captain Jack Wilson of the LAPD. You cannot make a hardcore film without violating the prostitution laws. When you pay actors to engage in sex or oral copulation, you violated the laws. You've solicited individuals to engage in prostitution by asking them to exchange sex for money. Because hardcore producers in the early seventies operated outside the law."
"James Somerton","00:12:49:08","00:13:11:06","Many were fly by night operations. Stories were written on matchbook covers, and dialog was made up by performers more noted for their looks than their writing talent. One producer observed at the time, filming takes place on a single day, and the results are sometimes little more than records of sexual activity framed by the collective sexual fantasies of the people who filmed and edit one film a week every week of the year."
"James Somerton","00:13:11:12","00:13:41:21","The switch over to hardcore dramatically altered how sex movies would be made. Tom Simon believed that having to perform real sex changed. Who would be cast in hardcore movies? When you get into hardcore, you're dealing with a different class of people. You can't get actors or actresses anymore as pimps and whores. But not everyone felt that way. Late one night in 1970, after a rehearsal for his new Broadway show director and choreographer Wakefield Poole, his boyfriend Peter, and some friends decided to go to the Park Miller Theater to see one of the Simmons films."
"James Somerton","00:13:42:12","00:14:06:05","It turned out to be a disappointing evening, and for Poole, a somewhat jarring experience. Unlike the dark and cruisy theaters that screen straight porn. The lights inside the Miller Theater were bright enough that the theaters customers could actually read. Indeed, one patron Poole reported, was reading The New York Times. Afterward, they wondered aloud whether it was possible to make a hardcore film that was more erotic and that wasn't so degrading."
"James Somerton","00:14:07:10","00:14:38:07","Poole decided to find out. Like many other gay men, Wakefield Poole had come to New York in search of something. He was a settler. To use the New Yorker writer E.B. White term, it was the settlers who gave New York its passion. Poole grew up in the South, but moved to New York City as soon as he could pursue a career as a dancer."
"James Somerton","00:14:38:19","00:15:07:09","When his lover, Peter, gave Poole a 16 millimeter movie camera as a gift, almost immediately, he began to experiment with it. Inspired by several amateur movies made by Stephen Sondheim, shown at parties and other social occasions. Poole created a series of multi-media dance events using light projections and film. In addition to more traditional stage elements. He had also shot a short film in homage to Andy Warhol after finding a painting of himself in one of Warhol's shows several months after their outing to the Park Miller Theater."
"James Somerton","00:15:07:17","00:15:33:21","Poole and Peter were invited out to the Fire Island Pines to stay with friends, a narrow strip of sand and shrubbery along the southern coast of Long Island. Fire Island was in the process of becoming a mythic landscape, Andre Holleran wrote in his novel Dancer for the Dance. Fire Island was for madness, for hot nights, kisses and herds of stunning men, a national game preserve annually replenished by men."
"James Somerton","00:15:33:21","00:15:57:22","Each summer arrived from every state in the Union. Cherry Grove on Fire Island, the tiny neighboring community to the south of the Pines, had been a well-known holiday destination of gay actors, writers and artists since the 1930s and a predominantly gay community making it America's first gay and lesbian town. The poet W.H. Auden and his partner, Chester Coleman, regularly came out to the Grove in their early forties."
"James Somerton","00:15:58:18","00:16:18:22","They were joined by an array of famous gay artists and writers like Christopher Isherwood, Tennessee Williams and Truman Capote. Poole and his partner made plans to spend several months on Fire Island, and it was during this time that he decided he would make his erotic movie. Once he had formulated his plot and begun to scripted. He started to think about how to cast it."
"James Somerton","00:16:19:15","00:16:36:10","He first asked his friends that he was staying with who agreed, but immediately had second thoughts. Hours later, Poole ran into a man named Dino, who worked in a little gift shop at the Hotel in the Pines. The three of us have been flirting for weeks, Poole recalled. I suddenly turned to him and asked him if he'd like to be in a film with Peter."
"James Somerton","00:16:37:05","00:16:59:02","They both looked a bit startled, but moments later we agreed to shoot the next day at 6 a.m.. Over the next few months, Poole edited the scene into a 15 minute movie. When he showed it to a group of friends, they claimed that it was the best porn movie that ever seen. Marvin Schulman, his business manager, offered to invest in expanding it into a feature length movie over a series of Mondays."
"James Somerton","00:16:59:02","00:17:20:16","Poole shot the rest of the film that would make him famous. It premiered in downtown Manhattan to sold out showings of gay men, straight couples and film reviewers with rave reviews from multiple mainstream publications. The film broke through the red velvet curtain that separated porn from legitimate movies. Wakefield Poole wasn't the only star to rise from Boys in the Sand, though."
"James Somerton","00:17:21:10","00:17:34:06","He also lucked into discovering the first gay porn superstar with Casey Donovan. Donovan had gone from sixth grade teacher to fashion model to porn star in the run of three years and boys in the sand owed much of its success to him."
"Speaker 2","00:17:34:11","00:17:53:09","And he said, I have this friend named Wakefield Poole, who used to be a dancer and a director choreographer and is doing some experimental movies on his own out at Fire Island. And I know you just did this hardcore fuck film, and would you be interested in being in it? I said, Well, you know, maybe I'd like to meet him and and maybe see what he's done."
"Speaker 2","00:17:53:09","00:17:54:23","And then the rest is history."
"James Somerton","00:17:55:04","00:18:19:23","Boys in the Sand catapulted Casey Donovan into a unique position as the first gay porn star characterized as a gay liberated Robert Redford, the all-American male. He resembled and aptly symbolized the newly liberated gay men living in New York City during the 1970s. Blond and blue eyed with a well-toned body and absolutely radiant smile, Donovan exuded sex appeal and communicated an almost irresistible charisma."
"James Somerton","00:18:20:16","00:18:40:11","Soon after, Boys in the Sand opened after Dark, a well-regarded arts magazine that dabbled in softcore porn published a headshot of Donovan and brief mention of his appearance in Boys in the Sand. Then in March, it offered an upper body shot of Donovan while referring to a recent theatrical appearance. Finally, in July, Donovan appeared on the cover with a spread in the side."
"James Somerton","00:18:41:07","00:19:12:04","A gay porn star had just become a national celebrity Within weeks of Boys in the Sands premiere, Jerry Douglas, a young playwright, an off-Broadway director who had directed a couple of nude plays, a somewhat unique 1960s specialty, was approached by a director of TV commercials to make a gay pornographic film. Producing a hardcore film was still considered such a taboo project that the film's backers asked Douglas to not reveal the production company's name to anyone to memorize the firm's address and telephone number and to never put anything in writing."
"James Somerton","00:19:12:12","00:19:32:04","The film would be a riff on the best picture winning Midnight Cowboy. And Douglas decided without any hesitation, to cast Casey Donovan in the lead. It opened a year later to packed theaters in New York, L.A., San Francisco and Montreal. But because exhibiting porn was a legal gray area at the time, it was hard for filmmakers to ensure that they were getting their cut."
"James Somerton","00:19:32:21","00:19:56:19","And there was no way of guaranteeing that a theater owner wouldn't simply duplicate the film and give back the original and continue to show the movie without ever having to pay another dime. So theater owners in New Jersey and San Francisco were shocked when they were visited by members of the New York Mafia. Gay porn producers decided to take a page from the straight porn book and enlist the help of La Cosa Nostra in ensuring they got paid."
"James Somerton","00:19:57:18","00:20:17:01","This partnership eventually led to gay porn being exhibited in mafia owned theaters in most major cities. Removing the middleman and increasing profits for both producers and their Italian enforcers. While the involvement of the Mafia led to many filmmakers leaving the business, Jerry Douglas among them, it gave the world of gay adult cinema a solid bedrock to grow from."
"James Somerton","00:20:17:12","00:20:35:11","Unlike arthouse theaters, mafia run cinemas had the money to bribe cops who would have otherwise confiscated prints as obscene artifacts. Gay porn now had creative and innovative filmmakers, nationally famous stars, a growing fan base, and a rock solid distribution channel. There was nowhere to go but up."
"Speaker 3","00:20:45:19","00:21:05:20","The Supreme Court ruled today that if anyone wants to read dirty books or look at dirty movies in his own home, he may do so. And it's none of the law's business. The law still may regulate the spread of obscenity in public, but the court said a person has every right to satisfy his intellectual and emotional needs in the privacy of his own home."
"Speaker 3","00:21:06:08","00:21:13:05","But the law has no business telling anyone alone at home what books he may read or what films he may look at."
"James Somerton","00:21:13:17","00:21:38:21","Chuck Holmes was the sales manager for a company that manufactured prefabricated houses. This super exciting career was what brought him to San Francisco in the early 1970s, just in time for recession. After losing his job since who can buy homes during a recession? Even prefabricated ones, a friend of his suggested he start a mail order business selling gay porn, which is everyone's go to when they lose their job."
"James Somerton","00:21:39:04","00:22:01:12","He took the advice and borrowed 40 $200 to purchase a handful of already made films and launched Falcon Studios in April 1972. I wanted something that had an image of fierceness and power and grace and was natural. I thought a falcon represented that it was a bird of prey with sexual acts, at least the way that we make him here at Falcon."
"James Somerton","00:22:01:16","00:22:19:21","There's generally someone who is the predator and someone who's the prey. No, I don't mean that in a harmful way. By the end of a Falcon film, somebody has snatched someone and given it to them. Good business was slow at first since there was a lack of product. He was relying on local producers to provide him with the eight millimeters shorts he'd be selling."
"James Somerton","00:22:19:22","00:22:49:13","Growing impatient with their inability to provide on time, Chuck decided to start producing his own films. The first movie Falcon made was a two part loop called Muscle Sweat and Bron Homes. Follow these up with Taste My Love, Part one and two and Ace in the Hole. Subtlety in movie titles was not his strong suit. Most of Falcon's short starred, handsome and sexually energetic young men who went by nondescript names like Tom, Dan, Gary, Dave, Kenny, Rod, Philip, Michael, Bill and Pete."
"James Somerton","00:22:50:05","00:23:10:10","A formula that would be replicated in the new millennium by producers like Shaun Cody and Corbin Fisher Falcon followed the erotic formulas developed by earlier producers, but in a more blunt fashion. Most of the shorts portrayed sex scenes in a straightforward manner, with simple production values. Lighting always the most difficult to manage. Production factor vary greatly from film to film."
"James Somerton","00:23:11:05","00:23:35:08","There were almost never expensive or exotic locations, and the loops rarely show dramatic or sexual action that extended over a period of time. These were, after all, only short movies consisting of one scene, no more than 15 or 20 minutes long. For the most part, they were built around an anecdote, never a full fledged story. They merely provided a setup that created a charged atmosphere in which the sexual action could take place."
"James Somerton","00:23:36:00","00:23:57:20","From the beginning, Holmes clearly envisioned the Falcon brand of sexual content to be fast, urgent, desperate sexual contact between two or more persons as desperate as we can capture on film or video. The basic formula that Falcon has not changed and I do not foresee it changing, he said decades later. More important than picture or sound quality for Holmes was grooming."
"James Somerton","00:23:58:06","00:24:25:02","Nobody can have dirty feet in a Falcon video because I come from the Midwest and they'd have these VFW stags where they'd have these porno movies, and all the men and all the women would always have dirty feet. And I always thought, those lazy bastards, why don't they wash those people's feet? It's distracting. Holmes wanted to see the boy next door who look like they wouldn't ever do anything but be the best little fellows, the little businessmen, the good members of their community."
"James Somerton","00:24:25:15","00:24:46:15","And all of a sudden they just kiss each other and all hell would break loose, and they just try to fuck each other to death. Holmes adopted a business model built on aggressive pricing and marketing policies. Falcon set its prices considerably above those of other companies. Eight millimeter shorts. The high prices Falcon charged for films and later for its videos went far beyond what was necessary to support its cost of production."
"James Somerton","00:24:47:18","00:25:10:04","From the beginning, Falcon operated strictly as a mail order business. Though hardcore theatrical releases were garnering other producers acclaim and prestige. Theatrical distribution was both more expensive and riskier than the production of shorts for mail order distribution. We didn't want to let 16 millimeter prints out of our hands. That's all you needed to make an inch or negative and make all the eight millimeter and Super eight copies you ever wanted."
"James Somerton","00:25:10:18","00:25:29:08","Back then, there were a lot of people in this business who did a lot of illegal dumping. Falcon's policy, stressing its mail order business, catered to customers who were older and wealthier than the audiences who attended theater showings. More closeted as well. They were also more likely to live outside the Metropolitan areas that had large and growing gay communities."
"James Somerton","00:25:30:10","00:26:10:12","Falcon essentially moved gay porn to the suburbs. Throughout the seventies, John Travis, Matt Sterling, Falcon Studios, and numerous other producers of gay male Porn incorporated a great deal of San Francisco's gay sexual culture. The scale and intensity of the city's sexual scene had created a distinctive world of shared experience anonymous sex in a communal setting, in a sex club or a bathhouse or at an orgy led to a community based on pleasure rather than politics."
"James Somerton","00:26:11:08","00:26:32:19","Performing in porn was merely an extension of the communal sex in which so many men took part. The city's pornographers often took their scenarios and images from the city's gay sex life itself. They recruited performers from the community and they translated their own sexual experiences to the screen. In the fall of 1977, Chuck Holmes met with his production and marketing staff to discuss upcoming projects."
"James Somerton","00:26:33:11","00:26:54:23","Falcon's cameraman of the moment, Colin Meyer, a recent graduate of the film program at San Francisco State University, suggested that they make a series of short loops, putting all the biggest porn icons at the time into one movie. Three generations of the top gay porn stars, as it were. They decided the film would feature three main stars, Elle Parker, who would become famous as a cult model."
"James Somerton","00:26:55:07","00:27:18:07","Dick Fiske, a young up and coming performer, and the by now legendary star Casey Donovan. In a world of entertainment that had now seen Jaws and Star Wars changed the movie industry. This trio of gay porn royalty would make up the lead attraction of the industry's first blockbuster. The other side of Aspen. If Casey Donovan was the linchpin, Al Parker was the top dog."
"James Somerton","00:27:19:02","00:27:48:01","Donovan and Parker had never met, but Donovan considered Parker one of his porno dream men almost ten years younger than Donovan. Parker was born Andrew Okun in 1952. Parker seemed destined for porn since the day when, as a 15 year old, he stumbled across a tattered magazine that included beefcake photos from the legendary Colt studios. Around that same time, Parker attended the famous concert at Woodstock, where he spent practically the entire weekend in the back of a hearse having sex with a Hells Angels biker."
"James Somerton","00:27:48:18","00:28:10:20","And though barely in attendance at the concert itself, he did manage to show up on the poster for the movie The other side of Aspen had started out as a series of loops. But once Holmes decided to create a framework linking the scenes, it quickly morphed into Falcon's first feature film. The production was probably the smoothest porn shoot to date, having been cast with industry pros and a strong directorial voice behind the camera."
"James Somerton","00:28:11:02","00:28:35:03","It ran like a well-oiled machine once filming had wrapped. Falcon ramped up its marketing strategy by sending out a pre mailer with reservation cards to its best customers. Reservations poured back in. Then a brochure was mailed. The response to the brochure was even more enthusiastic, producing the highest revenues in the history of the company up to that point, 5 to 7 times greater than ever before."
"James Somerton","00:28:35:10","00:29:01:23","The other side of Aspen was Falcon's first blockbuster, and like all blockbusters, it accounted for the lion's share of Falcon's earnings. Its explosive impact marked a turning point for a company selling its films only through mail order transactions, unwittingly preparing it for the coming age of the VCR. Falcon deciding to release the film on VHS instead of Betamax is considered by home video experts to be one of the reasons that VHS would go on to win the format war against Sony's higher quality, but more expensive to produce Betamax."
"James Somerton","00:29:02:18","00:29:27:10","It was good timing since many adult theaters were being shut down. The success of Aspen transformed Falcon into a different sort of company, one that began to increase its production values and adopt other policies such as signing performers as exclusives. An old school Hollywood tactic that had died out with the death of the studio system. Keeping certain stars under exclusivity contracts in exchange for regular paychecks and only loaning them out for exorbitant fees."
"James Somerton","00:29:27:20","00:29:52:08","That made Falcon into a powerhouse of gay porn companies. With Aspen, Falcon discovered the Midas formula. Went on to produce four sequels in its Aspen series over the next few decades, often starring the most popular performers of the day a sort of gay porn time capsule. Falcon Studios had built its brand as a gay macho fantasy. The studio skewed anything that appeared campy or less than rigorously masculine."
"James Somerton","00:29:52:21","00:30:17:07","Following the model, the rest of the industry had been built on for years. The Castro clone archetype butch men with middle class jobs at permeated gay porn all the way back to the photography of Bob Mizer. But the other side of Aspen was a milestone for the gay porn film industry. It signaled the culmination of the gay, macho sexual ethos and turned the ideal gay male body young men with a swimmer's build, no tattoos and little body hair."
"James Somerton","00:30:18:15","00:30:20:08","The age of twinks had begun."
"James Somerton","00:30:39:07","00:30:59:11","William Higgins was a late bloomer. He was approaching 35 and had never had sex with either a man or a woman. He was running a stained glass business in Houston, where he taught housewives how to make stained glass decorations for their homes. He explored his sexuality by going to theaters to watch gay porn. But he thought the movies were so bad that he decided he wanted to go to California and try to make better ones."
"James Somerton","00:30:59:19","00:31:17:05","And so in early 1978, Higgins set out for San Francisco. Though he only got as far as Los Angeles, there he headed for Hollywood because someone had told him that that was the gay area of town. As he drove down Santa monica Boulevard, lined with hustlers, he knew he was in the right place, stopping for a bite to eat."
"James Somerton","00:31:17:06","00:31:34:22","Higgins met a man and told him he'd specifically come out to California to make a gay porn movie. The man encouraged him. Well, okay, let's do it, he said. The man helped Higgins to find a cast, and they shot the film in his apartment. The film would go on to be called A Married Man. It starred Jack Wrangler, one of the leading stars of the time."
"James Somerton","00:31:35:04","00:31:55:17","It all seemed so easy. But filming was a disaster. None of the performers got along. They disagreed about shooting performance and editing. Higgins had virtually no previous experience with photography or production. The film had been loaded backwards into the camera and ended up underexposed. Nor did he have enough sexual experience. He had never even seen two men having sex up close, though."
"James Somerton","00:31:55:17","00:32:19:03","The Century Theater book the film, the owner of New York's Adonis Theater declined. It was such an unpleasant experience that Higgins decided to call it quits. He then took a job as a clerk at a bathhouse in the San Fernando Valley and settled down in Venice Beach. Venice Beach, with its scantily dressed surfers and shirtless young men, roller skating proved to be too titillating a sexual scene for Higgins to ignore."
"James Somerton","00:32:20:03","00:32:40:13","I was walking around Venice Beach and I said, Oh, this would really be an interesting movie. So I started shooting some footage with film that we had left over from making a married man. The footage shot sat on the shelf until he received a call from Monroe Bueller, an independent producer infamous in Hollywood for producing gay erotica. Wow."
"James Somerton","00:32:41:06","00:33:00:21","We really liked a married man. I'm looking for a picture as my big Christmas feature, which is, you know, an important thing. Why don't you make another film? Higgins, quickly agreed and put together a film he called The Boys of Venice, set along Venice Beach. The movie was built around the youth culture that had emerged, incorporating the new roller skating fad into the movie."
"James Somerton","00:33:01:12","00:33:25:05","The opening scene of the film takes place in a small bathroom with two performers having sex with roller skates on. Stunt doubles probably would have been a good idea. The Boys of Venice was a tremendous box office success and decisively launched Higgins on his career. He set up his own companies to handle production, Laguna Pacific and Distribution. Catalina video and went on to become the most prolific gay porn film maker in the United States over the next five years."
"James Somerton","00:33:25:06","00:33:48:04","He made 20 movies, most of them record breaking successes. The Boys of Venice was filmed without a lead. Kip Noel emerged as the star of the movie. He was the first major twink porn star. In fact, he personified the Twink, an attractive young gay man with a slender build and little or no body hair. Originally recommended to Higgins by Monroe Butler, Noel was not new to gay porn."
"James Somerton","00:33:48:17","00:34:03:08","He had performed before in a series of loops for director Marc Reynolds, generally assumed to be straight. Noel actually seduced Higgins on their first meeting when the whole got off the plane. He really didn't look that good. He had a look about him that was kind of."
"Speaker 2","00:34:03:21","00:34:04:09","Butch."
"James Somerton","00:34:04:15","00:34:27:21","But not that attractive. Part of it was his having a little mustache. It didn't work overall. He just didn't look like he would photograph that well. Higgins was about to send him back home, but I thought I had to at least interview him. The first thing he did was say, Let me show you what I look like. And then he dropped his pants, which made me take a second look at him."
"James Somerton","00:34:28:19","00:34:50:20","At that point, he said, Well, why don't you take your clothes off? Now I try to keep these things very above board and businesslike, but he insisted for many, Kip Noel was the iconic William Higgins star. Over the next three years, they made four other films together. Kip Nolan, The West Side Boys, Pacific Coast Highway. Class of 84 Part two and Brothers should do it."
"James Somerton","00:34:51:07","00:35:15:19","The prolific filmmaker was dominating the video market when he decided to try an experiment. The experiment turned into the film class reunion, a feature where he decided to use all the stars from the past. Invitations were sent out to 15 years worth of performers, but Higgins had no idea how many might eventually show up for the shoot. Multiple busses worth of performers ended up making their way to the Glendale mansion in which they were filming."
"James Somerton","00:35:16:15","00:35:36:15","Some people even snuck in who had never been in a movie before. The shoot more or less became a giant orgy, with three cameramen trekking around the room constantly. Like an extended scene from Caligula. Class Reunion wowed audiences with the sheer amount of men on film all at once. Something that ambitious hadn't been tried in gay or straight porn up to that point."
"James Somerton","00:35:37:05","00:36:27:08","Higgins would consider it his masterpiece, an ode to the joy and sexual abundance gay men enjoyed at the time. It was the early 1980s, and that was all about to change. Both the discovery of what would eventually become AIDS, a new sexually transmitted disease, a disease that destroyed the very mechanism that normally protected the body from diseases, created a sequence of crises medical, social and political."
"James Somerton","00:36:28:07","00:36:52:21","The AIDS epidemic also provoked a crisis regarding sex itself within the gay community, namely bareback sex. However, before the virus that causes AIDS was even identified. Sexual promiscuity was believed by many to be the most likely aspect of the gay lifestyle responsible for the spread of the disease. Then simply called the gay cancer was the sex. Gay men engaged in inherently dangerous or bad."
