"Speaker Name","Start Time","End Time","Text"
"James","00:06:35:22","00:07:02:21","You know, women in fantasy, going back to mythology were always, you know, sort of seers or, you know, they had powers that were magical and, you know, kind of keeping with keeping women in the home, not sending them out to work kind of mindset. Um, but you do have a twin who does, you know, go out and battle and she does defeat the Witch King and all of that."
"James","00:07:02:21","00:07:35:07","So I do think that and also the, the, the Brotherhood thing is very, you know, men being men kind of thing. But Tolkien and this is actually came a lot from the generation that did fight in World War One is that there was a sort of a softness, um, not that they were weak or anything like that, but they were willing to admit when they needed help a bit more."
"James","00:07:35:20","00:08:05:20","Then the generations that came after them, because they went through the war and they saw these traumatic things and they were willing to admit that they lost you know, men were willing to say that they lost people they loved, meaning their friends. And, you know, there's obviously a very queer reading of that where, you know, a man saying, I loved this person and they're gone now and they're speaking about another man."
"James","00:08:05:20","00:08:43:13","Can obviously be read as, you know, either bisexuality or repressed homosexuality and something like that. But that's really something that for the generations after World War One, you didn't really hear men say that they loved other men. Um, so like I said, it's conservative in a non regressive way. The Lord of the Rings. And it's conservative in a way that people who live in the red states and people who live in the blue states can both watch or read it and enjoy it because it's not regressive."
"James","00:08:44:19","00:09:05:02","Um, well, with race stuff it can be kind of regressive, but not super bad. Um, and you're probably saying The Lord of the Rings is not a conservative piece of media. What is he going on about? And I just kind of it shows you how little conservative media I've watched, I've been I've been recommended Yellowstone by a bunch of people."
"James","00:09:05:12","00:09:28:00","Um, and they're like, Oh, this is fantastic. This is like a callback to eighties soap operas, primetime soap operas like Dallas and stuff like that. And then other people I watch are like, Oh, this is like the Republican's favorite show. And then the showrunner is like, I really don't want it to be their favorite show. And so it's like very torn."
"James","00:09:28:00","00:09:55:15","But, um, yeah, the piece of media that I have watched or taken in that could be argued to be conservative of that I that also can have a queer reading because I mean you look at, you look at Mary and Pippin and it's like, oh, they boyfriends, you look at Frodo and Sam, and I think it's very personally, I kind of look at them as, um, that there is a love, a love relationship between Frodo and Sam."
"James","00:09:55:15","00:10:26:21","But Frodo is asexual, but not necessarily a romantic. And you know, Frodo goes off to the, um, the undying lands with the elves and Gandalf at the end of Lord of the Rings. And Sam goes back to the shire with his wife and his children. But once his wife has passed on, he goes to the undying lands to be with Frodo for all eternity and I think that that's more than just a strong male friendship."
"James","00:10:27:13","00:10:45:21","You know, if you're choosing to be with, you know, you're, you're dude for all of eternity. And so yeah, I think Lord of the Rings would be that probably not quite the answer that you were expecting, because a lot of people kind of think Lord of the Rings is even before Rings of Power. People thought Lord of the Rings was woke."
"James","00:10:46:08","00:11:15:03","Um, and, but yeah, that's, I haven't watched a whole lot of conservative media, so that's as good as I can go. Um, the next question is a much more simpler one, I think. What kind of transportation do y'all have? Cars, bikes, etc. and do you have any specific feeling about them? Um, I because of the brain injury I sustained when I was living."
"James","00:11:16:05","00:11:17:09","Yes, when I was 11."
"Speaker 2","00:11:17:19","00:11:18:09","Um."
"James","00:11:18:21","00:11:39:10","When I came out of the closet and somebody found out and they were not happy with that and they knocked me off the back of the head with a rock due to that, I have very poor balance. So bicycle skateboards, roller skates, normal ice skates. They had never been able to do it. Um, I do have a car."
"James","00:11:39:11","00:12:03:20","I have, um. I have a very fancy, very expensive car. A Hyundai. Alondra It's blue, and its name is Billy, and I do love it. I've had it for, uh, since before the pandemic. The summer before the pandemic. So the summer of 2019. So I've had it for going on three, four years now. And I've never had a single problem with that car."
"James","00:12:04:07","00:12:24:01","Um, knock on wood, this desk seems like it's wood. Um, I've never had a problem with it. Great gas mileage has, like, all the stuff. It's a it's a it's a great car. I really love it. Um, it's the newest car I've ever. I've ever driven."
"Speaker 2","00:12:24:17","00:12:25:10","Um."
"James","00:12:26:11","00:12:46:13","And that was a priority for me when I got a job that was paying me enough that I could cover rent and food and hobbies and a car that was like a big deal for me. So I immediately went out and got a car, um, because I grew up around cars. My dad was a mechanic. Um, there are a lot of people in my family were mechanics."
"James","00:12:46:13","00:13:08:07","My dad's a mechanic. A lot of my uncles are mechanics, especially on my dad's side, the Somerton side. There's a lot of mechanics over there, whereas on my mom's side, it's a lot of carpenters. Um, and so I'm actually good with cars and I can, like, build furniture and stuff. So, um, secretly have some street aspects to me as well."
"James","00:13:08:20","00:13:30:00","Um, but yeah, so I have a car that's the only piece of transportation I have. I'm not great with public transportation, with busses and stuff like that. I get really anxious on them. Um, and it's not the bus or the train or anything like that that makes me anxious. It's because I'm epileptic and have anxiety disorder. I feel panicky sometimes."
"James","00:13:30:07","00:13:46:10","I feel like I'm going to have a seizure and I don't panic as much when I have the control of being able to be like, okay, I'm going to jump in my car and get home as soon as possible because I know there's not actually going to be a seizure. I know it's anxiety. That's why I'm still allowed to have a license."
"James","00:13:47:01","00:14:06:02","Um, but, you know, if there's this detachment or I'm relying on trains to arrive on time or busses to arrive on time, or what if I miss the bus? Or what if it's really stressful? What if, you know, I'm accosted by a stranger or something like that? I get really stressed out by that. So that's why that's why I like I like having a car."
"James","00:14:06:07","00:14:32:19","Um, even though where I live, I am next door to a mall and there's a like a little bodega style grocery store, like right across the street. It's wonderful that I probably could get away with not having a car at all, but movies are going into production soon, so it's good to have a car. Um, next question. If you could live in any fictional universe, which would it be and why?"
"James","00:14:33:04","00:14:55:09","Bonus round What would you do with your time there? Uh, if I could live in any fictional universe, That's a really good question. Um, yeah. I hate the fact that my brain immediately goes to Hogwarts. Um, but I actually don't think I would enjoy living at Hogwarts. I think. I think I would. I would have problems with that."
"James","00:14:55:20","00:15:41:13","Um, I think any fictional universe I would, I might say so Star Wars, um, I've been falling off a bit with Star Wars. I haven't been as big a fan of the last couple of years, but just sort of super future stick. Um, like mythologically super or mythologically futuristic just really seems appealing to me. Um, and so, yeah, I think, I think it would probably be Star Wars because, you know, you've got all of this crazy advanced medical technology and you've got all of this, you know, hopefully it would be in a time where the Empire wasn't ruling the galaxy."
"James","00:15:42:00","00:16:16:14","Um, my luck. I would be like, born the year that Palpatine took power or something like that. But I think Star Wars would probably be the one and what would I do with my time there? I would probably travel, you know, since sort of faster than light travel is possible in that universe. I would travel around and see different planets and stuff like that, because if you've seen any live streams or anything like that, you know that I've never traveled in my life, I've never gone on a vacation or anything like that."
"James","00:16:16:14","00:16:48:10","So the idea of being able to hop on a ship and go to a whole other planet just sounds amazing to me. So, yeah, I would think that Star Wars would be, um, the next question Do you have anybody real or fictional you would call your role models and why? Um, I don't have any real role models. I've never really had any, uh, except for one Joanne Rowling."
"James","00:16:48:10","00:17:24:00","And we know how that turned out. I don't have a whole lot of, like, film making role models either, because most of the directors that I think are amazing artists are kind of shitty people, so. But, um, fictional role models and I know even this is problematic. Uh, growing up I was like, if I can't be a director, I want to be Brian Kinney, the lead character from the American version of Queer as Folk, because Brian Kinney was very assertive."
"James","00:17:24:15","00:17:46:23","He if horrible stuff happened, he moved past it. And, um, you know, kind of made the best of it. The thing that pops up in my mind the most is when he was fired from I think I think he was fired. He was fired from the advertising agency that he was very close to becoming a partner at."
"Speaker 2","00:17:47:12","00:17:48:02","Um."
"James","00:17:48:14","00:18:16:15","And instead of just wallowing, he started his own advertising agency and poached their clients. And that's the kind of thing that I, I like to think that I can do that, you know, when there's when bad stuff happens, when, you know, the, for instance, with the YouTube channel, when stuff really slows down and the views drop and the ad sense drops and we lose patrons and stuff like that, I, I don't lie."
"James","00:18:16:15","00:18:40:13","I panic a little bit. And then I kind of sit down and figure out, how can I reverse this? What can I do to reverse this? And sometimes there's nothing you can do because the algorithm is the algorithm, but sometimes it's something like, I'm going to make a video that I really care about. And usually that involves a very short writing process and probably shooting it within 48 hours."
"James","00:18:42:02","00:19:13:02","That happened with the Dahmer video for, for instance, which is, I think, the best performing video of the year. Um, and that's happening with a couple of other videos as well where there was really fast turnaround. And I find that they end up doing well because I'm kind of very heated, uh, when, when talking about the subjects. And I think audiences really pick up on that, that the audiences can see when you're talking about something because you've kind of been forced into it."
"James","00:19:13:10","00:19:54:09","And when you're talking about something that you actually care about and uh, with the video that I'm sure a lot of you guys have seen, the new round video, it's not out on YouTube yet, but, um, that a lot of you guys have seen that that was one of them that I just was like, I need to write about this because I need to, you know, as a cisgender Harry Potter nerd, you know, someone who very much identified as a Harry Potter fan, especially throughout my teenage years in my twenties, that I have stuff I need to say because my opinion from the confessions of a Harry Potter fan boy video have my my opinions"
"James","00:19:54:09","00:20:20:09","have changed a bit. And I feel like, you know, I don't think that I'm like this world changing thinker or anything like that. But if if I have any trans or non-binary subscribers and they need to see that there is, you know, that there's a person who's willing to at least just give up a video game for them, you know, to do that little bit."
"James","00:20:20:19","00:20:45:12","I feel like that's important. Um, and so I wanted to make that video too, to kind of point that out that, you know, to say to every trans person, especially trans kids, because I know that I have a lot of young trans people who are subscribers on the channel that, you know, there's there is a CIS person who does who does give a damn and who does consider that you're more important than a video game."
"James","00:20:46:05","00:21:07:12","And so I wrote that really fast and I put it out really fast. And the delay going to YouTube is just because I want to start giving you guys, you know, more stuff. I would like to be able to have videos come out for you earlier than like 24 or 48 hours before they get released on YouTube because, you know, I couldn't make these videos without you guys."
"James","00:21:07:12","00:21:33:22","And so I think that, you know, early access isn't that much to ask for. See, I'm rambling. I told you I could drag I could take this over to an hour. Um, what's the next question? Yeah, that one was about. That question was about role models. Um, oof, two questions. Fun question, Favorite type of cake and less fun question."
"James","00:21:34:03","00:21:57:09","How do you deal with prejudice in leftists and other supposedly safe spaces? Um, favorite type of cake? I love chocolate cake with white icing. I'm not allowed to eat cake right now because of my dietary constraints, but if I can get down to £190, I'm allowed to eat cake again. Um, and the first thing I eat when I get to 190 on that scale is going to be a piece of chocolate cake with white icing."
"James","00:21:59:11","00:22:24:15","Um, less fun. Question How do you deal with prejudice in leftist and other supposedly safe spaces? I've been seeing this a lot in my comments from some patrons with the new rolling video kind of not being super happy that I disagree. Not that I disagree with her, but that I do think that maybe we need to let Harry Potter go."
"James","00:22:25:09","00:22:50:06","Um, at least until Universal buys it from her, which I think is I do think is going to happen. Um, I've seen some people be kind of indignant and irate about that, and that makes me sad. And I've seen people on Twitter kind of doing the same thing. And so, like I, I'm lucky enough that, you know, I'm, I'm like, Come at me, come at me."
"James","00:22:50:06","00:23:18:03","I'm I'm a straight passing white gay man like you. You want to you want to come at me, Do it. I will. You know, I will gladly take that on my shoulders if you'll, for God's sake, leave some. Leave some people alone. And usually what I do when I come across them in comments, sections, in Twitter threads and stuff like that, I call them out."
"James","00:23:18:03","00:23:39:22","I, I am not shy about kind of pointing out when someone is a goddamn hypocrite, you know, someone who's like, got AOC plastered, plastered all over their Twitter feed. And they they love these progressive politicians who are all for, you know, raising the minimum wage and higher taxes on the rich and stuff like that, which are all very good and very important."
"James","00:23:39:22","00:24:04:14","I agree with all of that. But then they've got these blinders for certain social justice aspects of it where they're like, you know, people shouldn't have to give up a video game just because someone had multiple people involved in it. You're kind of shitty and, you know, oh, the BLM protests, sometimes they go a bit too far, you know, people like that."
"James","00:24:04:14","00:24:29:05","I'm like, Nah, nah, nah, nah, nah, no, no, no. Um, and, you know, my, I just kind of stand up with my white ass and I'm like, my I'm just like, Listen, here's why you're wrong. Because I. I have our being, like I said, a straight passing white cis dude. I have a lot of privilege that comes with that."
"James","00:24:29:13","00:25:03:06","And I think the more privilege you have, the more that's expendable and the more you can put on the line. And so I try and that's what I try and do. I try and, you know, use that kind of extra privilege that I have at my disposal to stand up for people because I think, you know, in any kind of especially queer spaces, leftist queer spaces that suddenly become irate at the idea of, you know, not buying a video game because, you know, the creators were problematic."
"James","00:25:03:12","00:25:27:08","And this isn't just Hogwarts legacy. This has been lots of video games. Stephanie Sterling has talked about this a lot on her channel. And, you know, it's just kind of like, stop being hypocrites, guys, come on. Like we're if we're not all in this together, we're fucked. And so, yeah, I try. I try and just kind of stand up and be the loud mouth because I've always been good at that."
"James","00:25:27:08","00:25:52:23","I've always been good at being the loud. Um, next question. Doo doo doo doo. So sorry if this question isn't applicable. I'm not very active on the server, but I would love to know your opinions on the last of us if you've gotten around to watching it. Specifically the third episode, if it's not of interest to you or it's already been discussed somewhere, please disregard."
"James","00:25:53:14","00:26:16:18","I have talked about it on streams, but not everyone can make it to streams because my stream, you know, I have subscribers and patrons from all over the world, which is amazing. But you know, I'm on the eastern seaboard of North America, so, you know, my time zones do not always line up. And, you know, sometimes those streams goes for hours and hours."
"James","00:26:16:18","00:26:36:23","So I can't, you know, expect people to sit down and watch like an eight hour stream for the 20 minutes that I talk about the Last of us. So, yeah, I have a saying all that I have watched the Last of US. I love it. I watch it every Sunday night. I wanted to wait until it was over to binge it all at once."
"James","00:26:37:06","00:27:05:06","A part of me still wants to wait to binge it, but I'm not going to do that now. At this point, there's only two episodes left and I do absolutely love it. Episode three I have my issues with episode three, mostly in that, you know, the the gay characters are Bill and Frank, I think are their names. I'm pretty I'm pretty sure I'm like 99% sure they are."
"James","00:27:05:13","00:27:27:20","They're important to Joel's development, but it's not that difficult to just read a synopsis of what happens to Joel and Ellie in the episode, read it online, and then not watch it. It's very, very it's a very self-contained episode. It's basically a movie in itself and which is amazing. And it's an amazing movie and very sad and very touching."
"James","00:27:28:04","00:27:53:08","And it's more touching than sad. Like, it is very sad. The ending, of course, But I feel like it's very touching showing that, you know, two people of the same gender to people of the same sex can have such a deep connection with each other. And I think it's important to show that kind of stuff. And I think it kind of shocked a lot of straight viewers watching it because they were not expecting that because that wasn't in the game."
"James","00:27:54:02","00:28:17:17","So big props to the writers, by the way. One of the it's basically got two writers, one of the I forget their names off the top of my head. One of them was the showrunner for Chernobyl, which was a fantastic show. And the other one is actually like the head writer of The Last of US games, and he helped to expand these gay characters kind of footprint in the world."
"James","00:28:18:02","00:28:41:09","And they do have a much bigger footprint in the world now. And I think that, you know, that is to be admired. But I do wish that there were there was another gay male character in the Last of US world that would be a recurring character and not just a one off in one episode, because obviously, you know, we're going to have we have Ellie, we're going to have DNA."
"James","00:28:41:15","00:29:04:03","You know, there are queer and we're going to have Lev. There are queer characters that are showing up in The Last of US who are there and who will be there, and Riley and Riley only one episode, but also very I personally and this is weird because I usually I usually when it comes to like books, I almost only read books about gay men."
"James","00:29:04:14","00:29:40:09","Um, or like gay non-binary people, stuff like that. Like, usually like, of gays. And it's not that I like, avoid lesbian content. I just really kind of gravitate toward gay content. But for some reason, um, the most recent episode of The Last of US titled Left Behind, which tells the story of how Ellie got infected and her really close relationship with a girl who was her roommate at the Pedra Training Academy."
"James","00:29:41:01","00:30:07:03","Riley And you know, them having this amazing, wonderful date that ended up being their first and last date, and I'm going to cry now. That ended up being their first and last date because they both got bitten and Riley didn't make it out alive, and Ellie did. And, you know, in the games, Ellie kind of has to deal with a lot of survival guilt, survivor guilt for that."
"James","00:30:07:03","00:30:37:06","And I think we're going to have I think we're probably going to see that in the show at some point as well. Um, but yes, I have seen the last of us. I love it. It's frigging amazing. And, um, episode three I have my Episode three is a phenomenal movie and I wish they I hope they released the long version as a movie because apparently there is a two hour version of that episode and I would love to see it, but I prefer for episode seven Left Behind personally."
"James","00:30:37:23","00:31:03:07","Um, what's next? Let's see. Do, do do. Um, what are some examples of pieces of media or culture where you notice other people enjoying or referencing but have no interest or can't be bothered to clue in on in any way unless motivated by example backers or maybe even then. What do you think makes you bounce off of them?"
"James","00:31:05:04","00:31:27:05","Star Trek is kind of my it's in my blindspot, not, um, it's not that I don't like the idea of Star Trek. I'm very interested by the kind of the world of Star Trek. I've watched documentaries about the world of Star Trek, I've watched YouTube videos about it and stuff like that, and the history and things like that."
"James","00:31:27:12","00:31:45:05","And it's it's really interesting the on the production side of things as well as like the world it takes place and I find it very interesting. But I've never and I mean, I've only a couple of times actually sat down to try and watch Star Trek. I've done it a couple of times recently. I tried to get into Picard, I tried to get into lower decks."
"James","00:31:45:14","00:32:10:16","I tried to watch, um, Deep Space nine. I tried to watch The Next Generation, and I think I tried to watch Voyager. Um, and for some reason, even though, you know, I'll watch an episode or two, I just. It just doesn't grab me. And I don't know why. Because I'm a sci fi nerd. I, you know, I really enjoy kind of futuristic stuff."
"James","00:32:10:16","00:32:48:13","I think the whole concept is really interesting, but for some reason, Star Trek just does not grab me. And even when I'm trying to kind of grab it myself, it just kind of slips through my fingers. For some reason, I can't really explain why. Um, and it's not like, oh, Star Trek isn't interesting or anything like that. It's, I don't know if it's the production value or what it might be, but I've just I've never been able to actually really get into Star Trek, which is kind of unfortunate because I think it would be something I'd really be into if my brain gave me the chance."
"James","00:32:48:22","00:33:14:15","Maybe it's the Star Trek Star Wars dichotomy that I kind of I grew up with Star Wars, and so there's that wall that was built, that Star Wars is inherently better than Star Trek. And so it kind of creates that issue. But yeah, just everything else, like Star Trek is the only one that I've just been like, you know, like everything else that like people have said I should watch."
"James","00:33:15:19","00:33:41:10","Sometimes I like it, sometimes I love it. I have not been asked to watch something by a viewer and I didn't like it. I may not have finished it, um, because it might be like 13 or 14 seasons long. There might be several hundred episodes, but I usually enjoy it like you guys have good taste, you give good recommendations."
"James","00:33:41:21","00:34:07:22","Um, so yeah, Star Star Trek is the only one that really stands out to me as something that I've never in my whole life and able to get into. Um, I just lost the next question. Oh, next question. All right. If you had the budget, would you produce animated content or would you rather stick to live action? I would love to make animated stuff with TALOS."
"James","00:34:08:16","00:34:27:23","I mean, hopefully TALOS will be able to bring in enough money, um, enough revenue that will be able to do some animated stuff because I would, I would love to because animated stuff just opens you up so much more than live action. I mean, even today, there's stuff that unless you're James Cameron, you can't do certain things in live action."
"James","00:34:27:23","00:34:39:20","It's just impossible. Um, you know, you need hundreds of millions of dollars to do it in live action, whereas you can do it for, you know, a fraction of a fraction of a fraction of that in animation."
"Speaker 2","00:34:40:08","00:34:40:22","Um."
"James","00:34:41:12","00:35:02:10","Maybe it would cost me a bit more because I would refuse. I would not be one of those people who underplays the animators because they're kind of important when it comes to animated media. Um, and overworking animators and stuff like that. Like I understand budgets are tight and things like that, but, you know, a good producer makes sure that people are not overworked and things still get done."
"James","00:35:03:02","00:35:23:07","Um, so I would love to do some animated stuff. I actually have like ideas for animated series that I would love to do, but, uh, fingers crossed that we're able to bring in enough revenue with. Tell us this first couple of movies, live action ones that we can dip our toes into animation and see what we can do."
"James","00:35:24:14","00:35:53:14","Um, next question is what's something you love or otherwise just have a lot of feelings about but don't think you could ever cover on the channel and why? Or if there are no limits, what's the most niche thing you think you'd want to talk about? I thought about this one for a long time because all of the things that I loved that I'm like, I probably can't do a video on this."
"James","00:35:53:21","00:36:31:03","I have mentioned in videos like I don't think that I could do a video on Dragon Ball Z, but I've mentioned Dragon Ball Z. I don't think I could do a full video about Star Wars, but I've mentioned Star Wars. Um, I don't think I could do a full video about, um, Gundam Wing, but I've mentioned Gundam Wing, so there's nothing that I use them as examples in greater context, but it's stuff that I'm, I can't, I can't really think of anything that I'm just like, I love this and I don't think I can ever do a video on it."
"James","00:36:31:17","00:36:58:09","Um, maybe, maybe Sex and the City. Sex and the City is, for a lot of people, what friends is to them. Sex and the City is and was to me. And I don't see how I could make a video about Sex in the City. Maybe I could. I'm definitely willing to. I just don't know what the construction of that would be."
"James","00:36:58:23","00:37:39:04","Um, as for, um, what's the most niche thing that I want to talk about? The most niche thing, honestly, is probably like, I don't know, like action figures, toys, Lego, like I have a huge Lego collection, a huge action figure collection. I'm a nerd. Okay. Just in case you didn't know. And I don't think I could ever make a video about that."
"James","00:37:39:16","00:38:07:15","Um, but I might be able to, you know, I don't know how. How I would relate it to weird. Um, but I've, you know, I've done some stuff that wasn't entirely queer based before, like with Stranger Things where I just completely forgot to mention Wil and Robin and attack on Titan, where I'm. I barely mentioned the that I don't even know if I mentioned that Haji was nonbinary in that video."
"James","00:38:07:15","00:38:37:17","So yeah. Um, next question. You mentioned on several occasions that you prefer to binge watch. I tend to do that as well, but have been finding certain shows. I prefer watching week to week because I enjoy them that much and find it worth it. Recently I had a situation where I accidentally binge the show that I realized later I would have probably enjoyed more if I spread it out week to week and I was wondering if you ever had one of these realizations in the middle of binge watching a show."
"James","00:38:38:15","00:39:04:17","Um, no. I am a huge binge watcher like shows that I will watch week to week are oddly, they're all queer horror shows. So Interview with the Vampire, Chucky and The Last of US. I will watch these week to week Bob's Burgers as well, But Bob's Burgers is kind of like a that's not a sort of appointment television."
"James","00:39:04:17","00:39:32:01","So much for me, so much as I have Bob's Burgers on in the background all the time. So a new episode is just kind of something fresh. Um, but yeah, it's those, those three shows are the ones that I'm kind of I'm willing to wait in between episodes, partially because I don't want to get spoiled and partially because I just need more of it."
"James","00:39:32:01","00:39:53:15","I need more of those characters. I can't wait. I need to come back every week. But other than that, I. I binge watch everything like I love when I'm recommended a TV show and it's like, Oh, you should watch this. It's really good, but it's over. I'm like, fucking, yeah, I can watch the whole thing. I'm not waiting around for the next season."
"James","00:39:54:01","00:40:14:06","Like, that's what happened with the attack on Titan. I watched, um, season one. Season two, Season three, Season four, Part one, Season four, Part two. And I was like, Why is there no ending? And then I read the manga, and this week I think tomorrow the final season starts airing and I'm going to watch it week to week."
"James","00:40:14:06","00:40:33:07","I don't think the English dub will be done for it. I'll watch it with subtitles. I don't care, because I really want to see what they do with the ending if they actually keep the ending from the manga. I think that'll be really interesting to see. Okay. I think that answer that question, If not, call me out in the comments."
"James","00:40:34:14","00:40:50:11","Next question. I was wondering if you've watched the latest season of American Horror Story. It's set during New York City in the 1980s and a gay killer is on the loose. I'd never seen cruising, but I watched it to prepare. And a lot of the show, both references and kind of flips off, in my opinion, a lot of the stuff from cruising."
"James","00:40:51:00","00:41:23:11","I haven't finished it yet. I'm in the process of right now, but so far it feels like the most queer series, even though it's mostly white, cis, gay men. There's some anger and some precedents, but I don't know if I'd call it a queer horror per se, just horror with queer in it and some queer horror lights. For want of a better word, though sometimes I found a quote I sometimes I found quite good is that pretty much everyone in the gay, LGBT, even minor roles, it is refreshing."
"James","00:41:23:16","00:41:46:10","Anyway, I'm fairly new here, so maybe you've touched on this before. I thank you for the question. Gothic. I hope you're listening. I have watched American Horror Story season 11. I think it was New York City which had a really interesting release model, talking about the bingeing thing where they released two episodes every week instead of one, which was much better than the one episode week."
"James","00:41:46:20","00:42:14:13","Um, I absolutely loved it. I think it might be my going back. Like you think about, like asylum in Coven. And I also really loved American Horror Story Apocalypse, but that might be just because I am madly in love with Cody. Fern But I absolutely loved this season because it was very realistic and gothic. I have talked about it in my best game idea of 2022 video."
"James","00:42:14:23","00:42:45:11","Um, Nick and I both are in that video actually. Um, so gothic. I won't spoil the way it ends, just in case you haven't gotten to the ending just yet. Um, but it, it really gets down to queer horror specifically, and a very potent queer horror that I was shocked they went there and I really appreciated it. Okay, only a couple of questions left, and we're running good on time."
"James","00:42:46:05","00:43:18:04","Okay. Next question is not sure if this has been asked before, but do you have siblings? And if so, how do you get along with them? I do have a half sister from my dad's first marriage. I have not spoken to her since I was five or six years old. Um, a whole lot of drama there. Basically, she was turned against my dad by her mom."
"James","00:43:19:05","00:43:42:22","Her mom really did not like the fact that my mom and my dad were kind of surrogate parents to to my half sister, which I feel like, you know, that's probably a good thing, especially because, you know, my mom really cared about her and and everything. And and she and I were really close up until I was five or six when she graduated from high school."
"James","00:43:42:22","00:44:06:06","She was quite a bit older than me, Um, I think 12 years older. Um, and she graduated from high school and she decided she wanted nothing to do with my dad anymore, and we couldn't figure out why the hell that had happened. And she didn't want anything to do with me anymore, or my mom or anyone. Um, she barely spoke to anyone in the family, even."
"James","00:44:06:20","00:44:34:11","And we eventually found out that her mother basically had kind of poisoned her against the the rest of the family. Really? Because, like, my whole dad's side of the family, you know, she is blood related. And on my mom's side of the family, they considered her, you know, a granddaughter or niece, um, or a cousin. And yeah, so it was really weird for her to just disappear like that."
"James","00:44:34:11","00:44:51:21","And I know, like, as of today, I have two nephews. I've never met them, which is kind of, you know, it's sad for me because I would love to meet my nephews. Um, but, you know, they're, they're quite young and, I mean, they I live in Toronto and they live in Nova Scotia now. So that's meeting that was kind of off the table at the moment."
"James","00:44:52:07","00:45:13:15","Um, but, you know, I would have been such, I would have been the uncle that shows up at Christmas and just like, spoils them rotten. Like that's the kind of uncle I would have been. So, you know, they kind of missed out on having a really nice, generous uncle who would actually like, you know, I'm into nerd stuff, video games and stuff."
